W01001556,W06000021,1781,Goetre Fawr 2,Goetre Fawr 2,,
W01001557,W06000021,1813,Grofield,Grofield,,
W01001558,W06000021,1817,Lansdown,Lansdown,,
W01001559,W06000021,1792,Larkfield,Larkfield,,
W01001560,W06000021,1782,Llanbadog,Llanbadoc,,
W01001561,W06000021,1820,Bryn Llanelli 1,Llanelly Hill 1,,
W01001562,W06000021,1821,Bryn Llanelli 2,Llanelly Hill 2,,
W01001563,W06000021,1822,Bryn Llanelli 3,Llanelly Hill 3,,
W01001564,W06000021,1823,Castell a Llanfoist Fawr,Castle & Llanfoist Fawr,,
W01001565,W06000021,1783,Llangybi Fawr,Llangybi Fawr,,
W01001566,W06000021,1831,Llanofer 1,Llanover 1,,
W01001567,W06000021,1832,Llanofer 2,Llanover 2,,
W01001568,W06000021,1833,Llandeilo Gresynni,Llantilio Crossenny,,
W01001569,W06000021,1824,Llanwenarth Tu Draw,Llanwenarth Ultra,,
W01001571,W06000021,1814,Y Maerdy 2,Mardy 2,,
W01001572,W06000021,1806,Mill 1,Mill 1,,
W01001573,W06000021,1807,Mill 2,Mill 2,,
W01001574,W06000021,1808,Mill 3,Mill 3,,
W01001575,W06000021,1834,Llanfihangel Troddi,Mitchel Troy,,
W01001576,W06000021,1828,Overmonnow 1,Overmonnow 1,,
W01001577,W06000021,1829,Overmonnow 2,Overmonnow 2,,
W01001578,W06000021,1799,Porth Sgiwed,Portskewett,,
W01001579,W06000021,1815,Y Priordy 1,Priory 1,,
W01001580,W06000021,1818,Y Priordy 2,Priory 2,,
W01001581,W06000021,1835,Rhaglan,Raglan,,
W01001582,W06000021,1809,Rogiet,Rogiet,,
W01001583,W06000021,1787,St. Arvans,St. Arvans,,
W01001584,W06000021,1793,St. Christopher's,St. Christopher's,,
W01001585,W06000021,1788,St. Kingsmark 1,St. Kingsmark 1,,
W01001586,W06000021,1789,St. Kingsmark 2,St. Kingsmark 2,,
W01001587,W06000021,1794,St. Mary's,St. Mary's,,
W01001588,W06000021,1802,Hafren 1,Severn 1,,
W01001589,W06000021,1803,Hafren 2,Severn 2,,
W01001590,W06000021,1800,Drenewydd Gelli-farch,Shirenewton,,
W01001591,W06000021,1810,The Elms,The Elms,,
W01001592,W06000021,1795,Thornwell 1,Thornwell 1,,
W01001593,W06000021,1796,Thornwell 2,Thornwell 2,,
W01001594,W06000021,1790,Tryleg Unedig 1,Trellech United 1,,
W01001595,W06000021,1791,Tryleg Unedig 2,Trellech United 2,,
W01001596,W06000021,1784,Brynbuga 1,Usk 1,,
W01001597,W06000021,1785,Brynbuga 2,Usk 2,,
W01001598,W06000021,1804,West End,West End,,
W01001599,W06000021,1830,Wyesham,Wyesham,,
W01001600,W06000022,1876,Allt-yr-ynn 1,Allt-yr-yn 1,,
W01001601,W06000022,1871,Allt-yr-ynn 2,Allt-yr-yn 2,,
W01001602,W06000022,1877,Allt-yr-ynn 3,Allt-yr-yn 3,,
W01001603,W06000022,1878,Allt-yr-ynn 4,Allt-yr-yn 4,,
W01001604,W06000022,1879,Allt-yr-ynn 5,Allt-yr-yn 5,,
W01001605,W06000022,1880,Allt-yr-ynn 6,Allt-yr-yn 6,,
W01001606,W06000022,1852,Alway 1,Alway 1,,
W01001607,W06000022,1903,Alway 2,Alway 2,,
W01001608,W06000022,1853,Alway 3,Alway 3,,
W01001609,W06000022,1904,Alway 4,Alway 4,,
W01001610,W06000022,1905,Alway 5,Alway 5,,
W01001611,W06000022,1893,Alway 6,Alway 6,,
W01001612,W06000022,1894,Beechwood 1,Beechwood 1,,
W01001613,W06000022,1895,Beechwood 2,Beechwood 2,,
W01001614,W06000022,1848,Beechwood 3,Beechwood 3,,
W01001615,W06000022,1849,Beechwood 4,Beechwood 4,,
W01001616,W06000022,1850,Beechwood 5,Beechwood 5,,
W01001617,W06000022,1865,Betws (Casnewydd) 1,Bettws (Newport) 1,,
W01001618,W06000022,1866,Betws (Casnewydd) 2,Bettws (Newport) 2,,
W01001619,W06000022,1867,Betws (Casnewydd) 3,Bettws (Newport) 3,,
W01001620,W06000022,1868,Betws (Casnewydd) 4,Bettws (Newport) 4,,
W01001621,W06000022,1869,Betws (Casnewydd) 5,Bettws (Newport) 5,,
W01001622,W06000022,1870,Betws (Casnewydd) 6,Bettws (Newport) 6,,
W01001623,W06000022,1837,Caerllion 1,Caerleon 1,,
W01001624,W06000022,1838,Caerllion 2,Caerleon 2,,
W01001625,W06000022,1839,Caerllion 3,Caerleon 3,,
W01001626,W06000022,1840,Caerllion 4,Caerleon 4,,
W01001627,W06000022,1841,Caerllion 5,Caerleon 5,,
W01001628,W06000022,1842,Caerllion 6,Caerleon 6,,
W01001629,W06000022,1919,Y Gaer 1,Gaer 1,,
W01001630,W06000022,1920,Y Gaer 2,Gaer 2,,
W01001631,W06000022,1921,Y Gaer 3,Gaer 3,,
W01001632,W06000022,1922,Y Gaer 4,Gaer 4,,
W01001633,W06000022,1923,Y Gaer 5,Gaer 5,,
W01001634,W06000022,1924,Y Gaer 6,Gaer 6,,
W01001635,W06000022,1915,Y Graig (Casnewydd) 1,Graig (Newport) 1,,
W01001636,W06000022,1927,Y Graig (Casnewydd) 2,Graig (Newport) 2,,
W01001637,W06000022,1916,Y Graig (Casnewydd) 3,Graig (Newport) 3,,
W01001638,W06000022,1917,Y Graig (Casnewydd) 4,Graig (Newport) 4,,
W01001639,W06000022,1843,Langstone 1,Langstone 1,,
W01001640,W06000022,1844,Langstone 2,Langstone 2,,
W01001641,W06000022,1845,Langstone 3,Langstone 3,,
W01001642,W06000022,1898,Liswerry 1,Liswerry 1,,
W01001643,W06000022,1899,Liswerry 2,Liswerry 2,,
W01001644,W06000022,1900,Liswerry 3,Liswerry 3,,
W01001645,W06000022,1906,Liswerry 4,Liswerry 4,,
W01001646,W06000022,1907,Liswerry 5,Liswerry 5,,
W01001647,W06000022,1908,Liswerry 6,Liswerry 6,,
W01001648,W06000022,1909,Liswerry 7,Liswerry 7,,
W01001649,W06000022,1846,Llan-wern 1,Llanwern 1,,
W01001650,W06000022,1847,Llan-wern 2,Llanwern 2,,
W01001651,W06000022,1860,Malpas 1,Malpas 1,,
W01001652,W06000022,1861,Malpas 2,Malpas 2,,
W01001653,W06000022,1862,Malpas 3,Malpas 3,,
W01001654,W06000022,1863,Malpas 4,Malpas 4,,
W01001655,W06000022,1864,Malpas 5,Malpas 5,,
W01001657,W06000022,1928,Maerun 2,Marshfield 2,,
W01001658,W06000022,1929,Maerun 3,Marshfield 3,,
W01001659,W06000022,1884,Pilgwenlli 1,Pillgwenlly 1,,
W01001660,W06000022,1885,Pilgwenlli 2,Pillgwenlly 2,,
W01001661,W06000022,1886,Pilgwenlli 3,Pillgwenlly 3,,
W01001662,W06000022,1887,Pilgwenlli 4,Pillgwenlly 4,,
W01001663,W06000022,1854,Ringland 1,Ringland 1,,
W01001664,W06000022,1856,Ringland 2,Ringland 2,,
W01001665,W06000022,1855,Ringland 3,Ringland 3,,
W01001666,W06000022,1857,Ringland 4,Ringland 4,,
W01001667,W06000022,1858,Ringland 5,Ringland 5,,
W01001668,W06000022,1859,Ringland 6,Ringland 6,,
W01001669,W06000022,1910,Ty Du 1,Rogerstone 1,,
W01001670,W06000022,1911,Ty Du 2,Rogerstone 2,,
W01001671,W06000022,1918,Ty Du 3,Rogerstone 3,,
W01001672,W06000022,1912,Ty Du 4,Rogerstone 4,,
W01001673,W06000022,1913,Ty Du 5,Rogerstone 5,,
W01001674,W06000022,1914,Ty Du 6,Rogerstone 6,,
W01001675,W06000022,1888,Sain Silian 1,St. Julians 1,,
W01001676,W06000022,1889,Sain Silian 2,St. Julians 2,,
W01001677,W06000022,1890,Sain Silian 3,St. Julians 3,,
W01001678,W06000022,1851,Sain Silian 4,St. Julians 4,,
W01001679,W06000022,1891,Sain Silian 5,St. Julians 5,,
W01001680,W06000022,1892,Sain Silian 6,St. Julians 6,,
W01001681,W06000022,1872,Shaftesbury 1,Shaftesbury 1,,
W01001682,W06000022,1873,Shaftesbury 2,Shaftesbury 2,,
W01001683,W06000022,1874,Shaftesbury 3,Shaftesbury 3,,
W01001684,W06000022,1875,Shaftesbury 4,Shaftesbury 4,,
W01001685,W06000022,1881,Stow Hill 1,Stow Hill 1,,
W01001686,W06000022,1882,Stow Hill 2,Stow Hill 2,,
W01001687,W06000022,1883,Stow Hill 3,Stow Hill 3,,
W01001688,W06000022,1925,Parc Tredegar 1,Tredegar Park 1,,
W01001689,W06000022,1926,Parc Tredegar 2,Tredegar Park 2,,
W01001690,W06000022,1901,Victoria 1,Victoria 1,,
W01001691,W06000022,1896,Victoria 2,Victoria 2,,
W01001692,W06000022,1897,Victoria 3,Victoria 3,,
W01001693,W06000022,1902,Victoria 4,Victoria 4,,
W01001694,W06000015,1334,Adamsdown 1,Adamsdown 1,,
W01001695,W06000015,1335,Adamsdown 2,Adamsdown 2,,
W01001696,W06000015,1336,Adamsdown 3,Adamsdown 3,,
W01001697,W06000015,1337,Adamsdown 4,Adamsdown 4,,
W01001698,W06000015,1338,Adamsdown 5,Adamsdown 5,,
W01001699,W06000015,1361,Butetown 1,Butetown 1,,
W01001702,W06000015,1307,Caerau (Caerdydd) 1,Caerau (Cardiff) 1,,
W01001703,W06000015,1308,Caerau (Caerdydd) 2,Caerau (Cardiff) 2,,
W01001704,W06000015,1299,Caerau (Caerdydd) 3,Caerau (Cardiff) 3,,
W01001705,W06000015,1309,Caerau (Caerdydd) 4,Caerau (Cardiff) 4,,
W01001706,W06000015,1300,Caerau (Caerdydd) 5,Caerau (Cardiff) 5,,
W01001707,W06000015,1301,Caerau (Caerdydd) 6,Caerau (Cardiff) 6,,
W01001708,W06000015,1310,Caerau (Caerdydd) 7,Caerau (Cardiff) 7,,
W01001709,W06000015,1277,Treganna 1,Canton 1,,
W01001710,W06000015,1278,Treganna 2,Canton 2,,
W01001711,W06000015,1279,Treganna 3,Canton 3,,
W01001712,W06000015,1280,Treganna 4,Canton 4,,
W01001713,W06000015,1281,Treganna 5,Canton 5,,
W01001714,W06000015,1273,Treganna 6,Canton 6,,
W01001715,W06000015,1274,Treganna 7,Canton 7,,
W01001716,W06000015,1275,Treganna 8,Canton 8,,
W01001717,W06000015,1276,Treganna 9,Canton 9,,
W01001718,W06000015,1323,Cathays 1,Cathays 1,,
W01001719,W06000015,1324,Cathays 2,Cathays 2,,
W01001720,W06000015,1325,Cathays 3,Cathays 3,,
W01001721,W06000015,1328,Cathays 4,Cathays 4,,
W01001722,W06000015,1326,Cathays 5,Cathays 5,,
W01001724,W06000015,1329,Cathays 6,Cathays 6,,
W01001725,W06000015,1330,Cathays 7,Cathays 7,,
W01001726,W06000015,1327,Cathays 8,Cathays 8,,
W01001727,W06000015,1193,Creigiau/Sain Ffagan 1,Creigiau/St. Fagans 1,,
W01001728,W06000015,1194,Creigiau/Sain Ffagan 2,Creigiau/St. Fagans 2,,
W01001729,W06000015,1195,Creigiau/Sain Ffagan 3,Creigiau/St. Fagans 3,,
W01001730,W06000015,1233,Cyncoed 1,Cyncoed 1,,
W01001731,W06000015,1234,Cyncoed 2,Cyncoed 2,,
W01001732,W06000015,1246,Cyncoed 3,Cyncoed 3,,
W01001733,W06000015,1247,Cyncoed 4,Cyncoed 4,,
W01001734,W06000015,1248,Cyncoed 5,Cyncoed 5,,
W01001735,W06000015,1249,Cyncoed 6,Cyncoed 6,,
W01001736,W06000015,1235,Cyncoed 7,Cyncoed 7,,
W01001737,W06000015,1294,Trel?i 1,Ely 1,,
W01001738,W06000015,1295,Trel?i 2,Ely 2,,
W01001739,W06000015,1296,Trel?i 3,Ely 3,,
W01001740,W06000015,1297,Trel?i 4,Ely 4,,
W01001741,W06000015,1298,Trel?i 5,Ely 5,,
W01001742,W06000015,1303,Trel?i 6,Ely 6,,
W01001743,W06000015,1304,Trel?i 7,Ely 7,,
W01001744,W06000015,1305,Trel?i 8,Ely 8,,
W01001745,W06000015,1306,Trel?i 9,Ely 9,,
W01001746,W06000015,1302,Trel?i 10,Ely 10,,
W01001747,W06000015,1286,Tyllgoed (Caerdydd) 1,Fairwater (Cardiff) 1,,
W01001748,W06000015,1287,Tyllgoed (Caerdydd) 2,Fairwater (Cardiff) 2,,
W01001749,W06000015,1288,Tyllgoed (Caerdydd) 3,Fairwater (Cardiff) 3,,
W01001750,W06000015,1290,Tyllgoed (Caerdydd) 4,Fairwater (Cardiff) 4,,
W01001751,W06000015,1289,Tyllgoed (Caerdydd) 5,Fairwater (Cardiff) 5,,
W01001752,W06000015,1291,Tyllgoed (Caerdydd) 6,Fairwater (Cardiff) 6,,
W01001753,W06000015,1292,Tyllgoed (Caerdydd) 7,Fairwater (Cardiff) 7,,
W01001754,W06000015,1293,Tyllgoed (Caerdydd) 8,Fairwater (Cardiff) 8,,
W01001755,W06000015,1319,Gabalfa 1,Gabalfa 1,,
W01001756,W06000015,1320,Gabalfa 2,Gabalfa 2,,
W01001757,W06000015,1321,Gabalfa 3,Gabalfa 3,,
W01001758,W06000015,1322,Gabalfa 4,Gabalfa 4,,
W01001759,W06000015,1352,Grangetown 1,Grangetown 1,,
W01001760,W06000015,1353,Grangetown 2,Grangetown 2,,
W01001761,W06000015,1354,Grangetown 3,Grangetown 3,,
W01001762,W06000015,1355,Grangetown 4,Grangetown 4,,
W01001764,W06000015,1347,Grangetown 5,Grangetown 5,,
W01001765,W06000015,1348,Grangetown 6,Grangetown 6,,
W01001766,W06000015,1349,Grangetown 7,Grangetown 7,,
W01001767,W06000015,1350,Grangetown 8,Grangetown 8,,
W01001768,W06000015,1351,Grangetown 9,Grangetown 9,,
W01001769,W06000015,1311,Y Mynydd Bychan 1,Heath 1,,
W01001770,W06000015,1312,Y Mynydd Bychan 2,Heath 2,,
W01001771,W06000015,1313,Y Mynydd Bychan 3,Heath 3,,
W01001772,W06000015,1315,Y Mynydd Bychan 4,Heath 4,,
W01001773,W06000015,1161,Y Mynydd Bychan 5,Heath 5,,
W01001774,W06000015,1314,Y Mynydd Bychan 6,Heath 6,,
W01001775,W06000015,1316,Y Mynydd Bychan 7,Heath 7,,
W01001776,W06000015,1317,Y Mynydd Bychan 8,Heath 8,,
W01001777,W06000015,1170,Llys-faen 1,Lisvane 1,,
W01001778,W06000015,1171,Llys-faen 2,Lisvane 2,,
W01001779,W06000015,1203,Llandaf 1,Llandaff 1,,
W01001780,W06000015,1204,Llandaf 2,Llandaff 2,,
W01001781,W06000015,1205,Llandaf 3,Llandaff 3,,
W01001782,W06000015,1206,Llandaf 4,Llandaff 4,,
W01001783,W06000015,1207,Llandaf 5,Llandaff 5,,
W01001784,W06000015,1208,Llandaf 6,Llandaff 6,,
W01001785,W06000015,1197,Ystum Taf 1,Llandaff North 1,,
W01001786,W06000015,1198,Ystum Taf 2,Llandaff North 2,,
W01001787,W06000015,1199,Ystum Taf 3,Llandaff North 3,,
W01001788,W06000015,1200,Ystum Taf 4,Llandaff North 4,,
W01001789,W06000015,1201,Ystum Taf 5,Llandaff North 5,,
W01001790,W06000015,1202,Ystum Taf 6,Llandaff North 6,,
W01001791,W06000015,1182,Llanisien 1,Llanishen 1,,
W01001792,W06000015,1183,Llanisien 2,Llanishen 2,,
W01001793,W06000015,1174,Llanisien 3,Llanishen 3,,
W01001794,W06000015,1172,Llanisien 4,Llanishen 4,,
W01001795,W06000015,1175,Llanisien 5,Llanishen 5,,
W01001796,W06000015,1176,Llanisien 6,Llanishen 6,,
W01001797,W06000015,1184,Llanisien 7,Llanishen 7,,
W01001798,W06000015,1177,Llanisien 8,Llanishen 8,,
W01001799,W06000015,1173,Llanisien 9,Llanishen 9,,
W01001800,W06000015,1185,Llanisien 10,Llanishen 10,,
W01001802,W06000015,1209,Llanrhymni 1,Llanrumney 1,,
W01001803,W06000015,1221,Llanrhymni 2,Llanrumney 2,,
W01001804,W06000015,1222,Llanrhymni 3,Llanrumney 3,,
W01001805,W06000015,1223,Llanrhymni 4,Llanrumney 4,,
W01001806,W06000015,1224,Llanrhymni 5,Llanrumney 5,,
W01001807,W06000015,1210,Llanrhymni 6,Llanrumney 6,,
W01001808,W06000015,1211,Llanrhymni 7,Llanrumney 7,,
W01001809,W06000015,1241,Pen-twyn 1,Pentwyn 1,,
W01001810,W06000015,1242,Pen-twyn 2,Pentwyn 2,,
W01001811,W06000015,1237,Pen-twyn 3,Pentwyn 3,,
W01001812,W06000015,1243,Pen-twyn 4,Pentwyn 4,,
W01001813,W06000015,1244,Pen-twyn 5,Pentwyn 5,,
W01001814,W06000015,1245,Pen-twyn 6,Pentwyn 6,,
W01001815,W06000015,1236,Pen-twyn 7,Pentwyn 7,,
W01001816,W06000015,1238,Pen-twyn 8,Pentwyn 8,,
W01001817,W06000015,1239,Pen-twyn 9,Pentwyn 9,,
W01001818,W06000015,1240,Pen-twyn 10,Pentwyn 10,,
W01001819,W06000015,1196,Pentyrch 1,Pentyrch 1,,
W01001820,W06000015,1188,Pentyrch 2,Pentyrch 2,,
W01001821,W06000015,1250,Pen-y-lan 1,Penylan 1,,
W01001822,W06000015,1254,Pen-y-lan 2,Penylan 2,,
W01001823,W06000015,1255,Pen-y-lan 3,Penylan 3,,
W01001824,W06000015,1256,Pen-y-lan 4,Penylan 4,,
W01001825,W06000015,1257,Pen-y-lan 5,Penylan 5,,
W01001826,W06000015,1251,Pen-y-lan 6,Penylan 6,,
W01001827,W06000015,1252,Pen-y-lan 7,Penylan 7,,
W01001828,W06000015,1253,Pen-y-lan 8,Penylan 8,,
W01001829,W06000015,1263,Plasnewydd 1,Plasnewydd 1,,
W01001830,W06000015,1264,Plasnewydd 2,Plasnewydd 2,,
W01001831,W06000015,1258,Plasnewydd 3,Plasnewydd 3,,
W01001832,W06000015,1265,Plasnewydd 4,Plasnewydd 4,,
W01001833,W06000015,1266,Plasnewydd 5,Plasnewydd 5,,
W01001834,W06000015,1267,Plasnewydd 6,Plasnewydd 6,,
W01001835,W06000015,1268,Plasnewydd 7,Plasnewydd 7,,
W01001836,W06000015,1259,Plasnewydd 8,Plasnewydd 8,,
W01001837,W06000015,1260,Plasnewydd 9,Plasnewydd 9,,
W01001838,W06000015,1261,Plasnewydd 10,Plasnewydd 10,,
W01001839,W06000015,1262,Plasnewydd 11,Plasnewydd 11,,
W01001840,W06000015,1212,Pontprennau/Hen Laneirwg 1,Pontprennau/Old St. Mellons 1,,
W01001841,W06000015,1178,Pontprennau/Hen Laneirwg 2,Pontprennau/Old St. Mellons 2,,
W01001842,W06000015,1179,Pontprennau/Hen Laneirwg 3,Pontprennau/Old St. Mellons 3,,
W01001843,W06000015,1180,Pontprennau/Hen Laneirwg 4,Pontprennau/Old St. Mellons 4,,
W01001844,W06000015,1181,Pontprennau/Hen Laneirwg 5,Pontprennau/Old St. Mellons 5,,
W01001846,W06000015,1189,Radur a Thremorgan 1,Radyr & Morganstown 1,,
W01001847,W06000015,1190,Radur a Thremorgan 2,Radyr & Morganstown 2,,
W01001848,W06000015,1162,Rhiwbeina 1,Rhiwbina 1,,
W01001849,W06000015,1153,Rhiwbeina 2,Rhiwbina 2,,
W01001850,W06000015,1163,Rhiwbeina 3,Rhiwbina 3,,
W01001851,W06000015,1164,Rhiwbeina 4,Rhiwbina 4,,
W01001852,W06000015,1154,Rhiwbeina 5,Rhiwbina 5,,
W01001853,W06000015,1155,Rhiwbeina 6,Rhiwbina 6,,
W01001854,W06000015,1156,Rhiwbeina 7,Rhiwbina 7,,
W01001855,W06000015,1282,Glanyrafon 1,Riverside 1,,
W01001856,W06000015,1283,Glanyrafon 2,Riverside 2,,
W01001857,W06000015,1284,Glanyrafon 3,Riverside 3,,
W01001858,W06000015,1269,Glanyrafon 4,Riverside 4,,
W01001859,W06000015,1270,Glanyrafon 5,Riverside 5,,
W01001860,W06000015,1271,Glanyrafon 6,Riverside 6,,
W01001861,W06000015,1272,Glanyrafon 7,Riverside 7,,
W01001862,W06000015,1285,Glanyrafon 8,Riverside 8,,
W01001863,W06000015,1229,Tredelerch 1,Rumney 1,,
W01001864,W06000015,1230,Tredelerch 2,Rumney 2,,
W01001865,W06000015,1231,Tredelerch 3,Rumney 3,,
W01001866,W06000015,1225,Tredelerch 4,Rumney 4,,
W01001867,W06000015,1226,Tredelerch 5,Rumney 5,,
W01001868,W06000015,1232,Tredelerch 6,Rumney 6,,
W01001869,W06000015,1343,Y Sblot 1,Splott 1,,
W01001870,W06000015,1339,Y Sblot 2,Splott 2,,
W01001871,W06000015,1340,Y Sblot 3,Splott 3,,
W01001872,W06000015,1344,Y Sblot 4,Splott 4,,
W01001873,W06000015,1345,Y Sblot 5,Splott 5,,
W01001874,W06000015,1346,Y Sblot 6,Splott 6,,
W01001875,W06000015,1341,Y Sblot 7,Splott 7,,
W01001876,W06000015,1342,Y Sblot 8,Splott 8,,
W01001877,W06000015,1213,Trowbridge 1,Trowbridge 1,,
W01001878,W06000015,1214,Trowbridge 2,Trowbridge 2,,
W01001879,W06000015,1217,Trowbridge 3,Trowbridge 3,,
W01001880,W06000015,1218,Trowbridge 4,Trowbridge 4,,
W01001881,W06000015,1219,Trowbridge 5,Trowbridge 5,,
W01001882,W06000015,1215,Trowbridge 6,Trowbridge 6,,
W01001883,W06000015,1227,Trowbridge 7,Trowbridge 7,,
W01001884,W06000015,1220,Trowbridge 8,Trowbridge 8,,
W01001885,W06000015,1216,Trowbridge 9,Trowbridge 9,,
W01001886,W06000015,1228,Trowbridge 10,Trowbridge 10,,
W01001887,W06000015,1165,Yr Eglwys Newydd a Thongwynlais 1,Whitchurch and Tongwynlais 1,,
W01001888,W06000015,1157,Yr Eglwys Newydd a Thongwynlais 2,Whitchurch and Tongwynlais 2,,
W01001889,W06000015,1166,Yr Eglwys Newydd a Thongwynlais 3,Whitchurch and Tongwynlais 3,,
W01001890,W06000015,1318,Yr Eglwys Newydd a Thongwynlais 4,Whitchurch and Tongwynlais 4,,
W01001891,W06000015,1167,Yr Eglwys Newydd a Thongwynlais 5,Whitchurch and Tongwynlais 5,,
W01001892,W06000015,1168,Yr Eglwys Newydd a Thongwynlais 6,Whitchurch and Tongwynlais 6,,
W01001893,W06000015,1158,Yr Eglwys Newydd a Thongwynlais 7,Whitchurch and Tongwynlais 7,,
W01001894,W06000015,1159,Yr Eglwys Newydd a Thongwynlais 8,Whitchurch and Tongwynlais 8,,
W01001895,W06000015,1160,Yr Eglwys Newydd a Thongwynlais 9,Whitchurch and Tongwynlais 9,,
W01001896,W06000015,1169,Yr Eglwys Newydd a Thongwynlais 10,Whitchurch and Tongwynlais 10,,
W01001897,W06000023,503,Tal-y-bont ar Wysg,Talybont-on-Usk,,
W01001898,W06000024,1558,Faenor 1,Vaynor 1,,
W01001899,W06000023,509,Cwm-twrch,Cwm-twrch,,
W01001900,W06000012,982,Ystalyfera 1,Ystalyfera 1,,
W01001901,W06000023,494,St John 1,St. John 1,,
W01001902,W06000023,495,St John 2,St. John 2,,
W01001903,W06000023,497,Crughywel,Crickhowell,,
W01001904,W06000023,498,Llangatwg a Glangrwyne,Llangattock and Glangrwyney,,
W01001905,W06000023,499,"Llangors, Bwlch a Grwyne","Llangors, Bwlch & Grwyney",,
W01001906,W06000023,434,Llanrhaeadr-ym-Mochnant,Llanrhaeadr-ym-Mochnant,,
W01001907,W06000023,435,Llansilin,Llansilin,,
W01001908,W06000021,1805,Llanddewi,Dewstow,,
W01001909,W06000021,1819,Croesonen,Croesonen,,
W01001910,W06000014,1127,Castleland 2G,Castleland 2G,,
W01001911,W06000014,1128,Castleland 2H,Castleland 2H,,
W01001912,W06000022,1930,Maerun 4,Marshfield 4,,
W01001913,W06000022,1931,Maerun 5,Marshfield 5,,
W01001914,W06000016,1458,Tonyrefail Gorllewin 2,Tonyrefail West 2,,
W01001915,W06000016,1514,Gartholwg 2,Church Village 2,,
W01001916,W06000016,1515,Gartholwg 3,Church Village 3,,
W01001917,W06000016,1459,Tonyrefail Gorllewin 4,Tonyrefail West 4,,
W01001918,W06000013,1048,Bryntirion Laleston a Merthyr Mawr 1,Bryntirion Laleston and Merthyr Mawr 1,,
W01001919,W06000013,1049,Bryntirion Laleston a Merthyr Mawr 4,Bryntirion Laleston and Merthyr Mawr 4,,
W01001920,W06000013,1050,Bryntirion Laleston a Merthyr Mawr 5,Bryntirion Laleston and Merthyr Mawr 5,,
W01001921,W06000013,1051,Bryntirion Laleston a Merthyr Mawr 6,Bryntirion Laleston and Merthyr Mawr 6,,
W01001922,W06000015,1331,Cathays 9,Cathays 9,,
W01001923,W06000010,740,Glanymor 3,Glanymor 3,,
W01001924,W06000010,741,Glanymor 4,Glanymor 4,,
W01001925,W06000010,730,Hengoed 2,Hengoed 2,,
W01001926,W06000003,154,Llansanffraid,Llansanffraid,,
W01001927,W06000003,171,Abergele Pensarn 1,Abergele Pensarn 1,,
W01001928,W06000003,172,Abergele Pensarn 2,Abergele Pensarn 2,,
W01001929,W06000006,393,Smithfield 2,Smithfield 2,,
W01001930,W06000006,429,Dyffryn Ceiriog 3,Ceiriog Valley 3,,
W01001931,W06000006,394,Smithfield 3,Smithfield 3,,
W01001932,W06000002,119,Aberdaron / Botwnnog a Tudweiliog,Aberdaron / Botwnnog & Tudweiliog,,
W01001933,W06000002,102,Aberdyfi / Bryn-crug / Llanfihangel,Aberdovey / Bryn-crug / Llanfihangel,,
W01001934,W06000008,518,Penglais,Penglais,,
W01001935,W06000008,522,Llanbadarn Fawr De,Llanbadarn Fawr South,,
W01001936,W06000008,523,Llanbadarn Fawr Gogledd,Llanbadarn Fawr North,,
W01001937,W06000008,514,Y Borth,Borth,,
W01001938,W06000011,865,Castell 7 Dwyrain,Castle 7 East,,
W01001939,W06000015,1332,Cathays 10,Cathays 10,,
W01001940,W06000015,1356,Butetown 2,Butetown 2,,
W01001941,W06000015,1333,Cathays 11,Cathays 11,,
W01001942,W06000015,1362,Butetown 3,Butetown 3,,
W01001943,W06000015,1357,Butetown 4,Butetown 4,,
W01001944,W06000015,1358,Butetown 5,Butetown 5,,
W01001945,W06000015,1359,Grangetown 10,Grangetown 10,,
W01001946,W06000015,1363,Grangetown 11,Grangetown 11,,
W01001947,W06000015,1360,Grangetown 12,Grangetown 12,,
W01001948,W06000015,1191,Radur a Thremorgan 3,Radyr & Morganstown 3,,
W01001949,W06000015,1186,Llanishen 11,Llanishen 11,,
W01001950,W06000015,1364,Butetown 6,Butetown 6,,
W01001951,W06000015,1365,Butetown 7,Butetown 7,,
W01001952,W06000015,1366,Butetown 8,Butetown 8,,
W01001953,W06000015,1187,Llanishen 12,Llanishen 12,,
W01001954,W06000015,1192,Radur a Thremorgan 4,Radyr & Morganstown 4,,
W01001955,W06000011,866,Castell 2 Gogledd,Castle 2 North,,
W01001956,W06000011,846,Cil? 3,Killay 3,,
W01001957,W06000011,867,Castell 7 Gorllewin,Castle 7 West,,
W01001958,W06000011,868,Castell 2 De,Castle 2 South,,
W06000001,W92000004,1,Ynys M?n,Isle of Anglesey,,
W06000002,W92000004,46,Gwynedd,Gwynedd,,
W06000003,W92000004,120,Conwy,Conwy,,
W06000004,W92000004,192,Sir Ddinbych,Denbighshire,,
W06000005,W92000004,251,Sir y Fflint,Flintshire,,
W06000006,W92000004,344,Wrecsam,Wrexham,,
W06000008,W92000004,510,Ceredigion,Ceredigion,,
W06000009,W92000004,557,Sir Benfro,Pembrokeshire,,
W06000010,W92000004,629,Sir Gaerfyrddin,Carmarthenshire,,
W06000011,W92000004,742,Abertawe,Swansea,,
W06000012,W92000004,891,Castell-nedd Port Talbot,Neath Port Talbot,,
W06000013,W92000004,983,Pen-y-bont ar Ogwr,Bridgend,,
W06000014,W92000004,1072,Bro Morgannwg,Vale of Glamorgan,,
W06000015,W92000004,1152,Caerdydd,Cardiff,,
W06000016,W92000004,1367,Rhondda Cynon Taf,Rhondda Cynon Taf,,
